"Enhancer","Genes","XBP1","Trl","xrp1","USP","bergman_EcR_usp","CF2","bergman_Rel","da","crp","EcR","GATA_elemento","ERR","Eip74EF","h","gcm","kay_Jra","Hnf4","srp_SANGER","slp2_forkhead","Rel_FFS","Tgo","TBS","new_act_score","treatment","new_act_binary","chromosome"
"2L:18339262-18340044(+)","FBgn0000636",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,614.556,"H2O","Low","2L"
"2L:18558415-18559348(+)","FBgn0085370",0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,863.402,"H2O","Low","2L"
"2L:18561489-18562098(+)","FBgn0085370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.942,"H2O","Low","2L"
"2L:18565399-18566647(+)","FBgn0085370",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,6,1074.71,"H2O","Low","2L"
"2L:18573663-18574409(+)","FBgn0085370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,490.823,"H2O","Low","2L"
"2L:18630551-18631769(+)","FBgn0032692;FBgn0032694",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,6,803.432,"H2O","Low","2L"
"2L:18653074-18653740(+)","FBgn0263079;FBgn0032694;FBgn0086200;FBgn0032693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,995.422,"H2O","Low","2L"
"2L:18693730-18694704(+)","FBgn0032704;FBgn0032698;FBgn0032705;FBgn0032699;FBgn0032703;FBgn0032700;FBgn0032702;FBgn0005617;FBgn0015553;FBgn0025608;FBgn0086909;FBgn0032701",1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,4,0,1,12,1711.02,"H2O","High","2L"
"2L:18726180-18726984(+)","FBgn0265993;FBgn0032705;FBgn0032709;FBgn0032706;FBgn0265994;FBgn0032707;FBgn0261806",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,948.402,"H2O","Low","2L"
"2L:18799679-18800346(+)","FBgn0264362;FBgn0045852;FBgn0040992;FBgn0266209;FBgn0264365;FBgn0259201;FBgn0260228;FBgn0040993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,859.416,"H2O","Low","2L"
"2L:18811374-18812175(+)","FBgn0264362;FBgn0027074;FBgn0040992;FBgn0264365;FBgn0027070;FBgn0032713;FBgn0259201;FBgn0260228;FBgn0040993",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,654.534,"H2O","Low","2L"
"2L:18839114-18839849(+)","FBgn0032715;FBgn0032717;FBgn0051752;FBgn0027070;FBgn0032713;FBgn0032719;FBgn0015808;FBgn0053120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1289.96,"H2O","High","2L"
"2L:18866505-18867166(+)","FBgn0263568;FBgn0032720;FBgn0003896;FBgn0032719;FBgn0032721",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1404.54,"H2O","High","2L"
"2L:18981857-18982447(+)","FBgn0032733;FBgn0032729;FBgn0032730;FBgn0032728;FBgn0032734;FBgn0032732;FBgn0015772;FBgn0046302;FBgn0032731",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,814.233,"H2O","Low","2L"
"2L:18983857-18984555(+)","FBgn0032733;FBgn0032729;FBgn0032730;FBgn0032728;FBgn0051792;FBgn0032734;FBgn0032732;FBgn0046302;FBgn0032731",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,8,932.788,"H2O","Low","2L"
"2L:19003237-19003822(+)","FBgn0032733;FBgn0051793;FBgn0086039;FBgn0086710;FBgn0051792;FBgn0032734;FBgn0032732;FBgn0028569;FBgn0046302;FBgn0266830",0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,486.919,"H2O","Low","2L"
"2L:19009068-19009711(+)","FBgn0032740;FBgn0265073;FBgn0051793;FBgn0086039;FBgn0086710;FBgn0263838;FBgn0051792;FBgn0028569;FBgn0046302;FBgn0266830",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,525.198,"H2O","Low","2L"
"2L:19034874-19035692(+)","FBgn0032740;FBgn0032746;FBgn0002022;FBgn0032741;FBgn0032744;FBgn0086442;FBgn0263838;FBgn0001202;FBgn0002021;FBgn0263198;FBgn0051800",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5,653.808,"H2O","Low","2L"
"2L:19140759-19141551(+)","FBgn0086443;FBgn0010300;FBgn0086444;FBgn0086446;FBgn0086445;FBgn0086447",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2532.59,"H2O","High","2L"
"2L:19154638-19155454(+)","FBgn0266312;FBgn0010300",0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,6,2537.56,"H2O","High","2L"
"2L:19161639-19162251(+)","FBgn0266312;FBgn0010300",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,942.037,"H2O","Low","2L"
"2L:19219156-19220036(+)","FBgn0265078;FBgn0015380;FBgn0267928",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,721.691,"H2O","Low","2L"
"2L:19223561-19224155(+)","FBgn0265078;FBgn0015380;FBgn0267928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,747.717,"H2O","Low","2L"
"2L:19361582-19362245(+)","FBgn0032771;FBgn0024245;FBgn0032770",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,618.092,"H2O","Low","2L"
"2L:19396361-19397381(+)","FBgn0041789;FBgn0032774;FBgn0032773;FBgn0032775;FBgn0051798;FBgn0032772;FBgn0065096",0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,7,643.452,"H2O","Low","2L"
"2L:19424035-19424598(+)","FBgn0016675;FBgn0041789;FBgn0053533;FBgn0032780;FBgn0032779;FBgn0032782;FBgn0032781;FBgn0032783;FBgn0053532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,766.1,"H2O","Low","2L"
"2L:19424680-19425584(+)","FBgn0016675;FBgn0041789;FBgn0053533;FBgn0032780;FBgn0032779;FBgn0032782;FBgn0032781;FBgn0032783;FBgn0053532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750.66,"H2O","High","2L"
"2L:19547059-19548538(+)","FBgn0051697;FBgn0032803;FBgn0032804;FBgn0003231;FBgn0053116;FBgn0032805;FBgn0264845;FBgn0267011;FBgn0041180;FBgn0032800",0,1,1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,1,0,1,0,11,688.2,"H2O","Low","2L"
"2L:19575396-19576355(+)","FBgn0000464;FBgn0032809;FBgn0005672;FBgn0262449;FBgn0027949;FBgn0032810;FBgn0032813;FBgn0032811;FBgn0264845;FBgn0262460;FBgn0032814;FBgn0262377;FBgn0032812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.346,"H2O","Low","2L"
"2L:19586780-19587478(+)","FBgn0032814;FBgn0005672;FBgn0027949;FBgn0032811;FBgn0032813;FBgn0266313;FBgn0000464;FBgn0032812",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,609.629,"H2O","Low","2L"
"2L:19910851-19911525(+)","FBgn0263873;FBgn0264376;FBgn0262543;FBgn0264375;FBgn0044811;FBgn0053117",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,6,571.121,"H2O","Low","2L"
"2L:19957883-19958434(+)","FBgn0263873;FBgn0262140;FBgn0032835;FBgn0032833;FBgn0267265;FBgn0032836;FBgn0014000;FBgn0054051;FBgn0264443;FBgn0032834;FBgn0042129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.302,"H2O","Low","2L"
"2L:20082855-20083563(+)","FBgn0266212;FBgn0003141;FBgn0032845;FBgn0032849;FBgn0032847;FBgn0032848;FBgn0032846;FBgn0263773;FBgn0032843;FBgn0045064;FBgn0004374;FBgn0032850",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1136.99,"H2O","Low","2L"
"2L:20204947-20205625(+)","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,803.106,"H2O","Low","2L"
"2L:20208913-20209477(+)","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,432.871,"H2O","Low","2L"
"2L:20333733-20334756(+)","FBgn0011638;FBgn0003475",0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,9,1281.23,"H2O","High","2L"
"2L:2038652-2039343(+)","FBgn0266836;FBgn0028952;FBgn0031384;FBgn0011860;FBgn0259192;FBgn0259230;FBgn0003557",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,3,0,8,714.577,"H2O","Low","2L"
"2L:20651751-20652305(+)","FBgn0051678;FBgn0051680;FBgn0082937;FBgn0266356;FBgn0032870;FBgn0032873;FBgn0262688;FBgn0016054;FBgn0261058;FBgn0259936;FBgn0082938;FBgn0032871;FBgn0261787;FBgn0042133;FBgn0082936;FBgn0032869",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,901.251,"H2O","Low","2L"
"2L:20710310-20710958(+)","FBgn0265076;FBgn0014859;FBgn0032878;FBgn0265077;FBgn0266844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.614,"H2O","Low","2L"
"2L:20746549-20747656(+)","FBgn0032881;FBgn0032883;FBgn0262743;FBgn0032882;FBgn0032880;FBgn0011202",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,989.687,"H2O","Low","2L"
"2L:20805606-20806299(+)","FBgn0067312;FBgn0250785;FBgn0032886;FBgn0264995;FBgn0053322;FBgn0067311;FBgn0032888",0,0,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,9,550.155,"H2O","Low","2L"
"2L:20822571-20823142(+)","FBgn0028986;FBgn0067312;FBgn0032886;FBgn0053322;FBgn0051673;FBgn0067311;FBgn0032889;FBgn0032891;FBgn0051674;FBgn0032888",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,997.472,"H2O","Low","2L"
"2L:20878528-20879035(+)","FBgn0051675;FBgn0032898;FBgn0266316;FBgn0263996;FBgn0032899;FBgn0032900;FBgn0032901",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,6,503.046,"H2O","Low","2L"
"2L:20896276-20896969(+)","FBgn0263996;FBgn0032901;FBgn0053317",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,786.865,"H2O","Low","2L"
"2L:20912960-20913554(+)","FBgn0053317;FBgn0032906;FBgn0263996;FBgn0032907;FBgn0266369;FBgn0053318;FBgn0032901",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,627.939,"H2O","Low","2L"
"2L:20953512-20954304(+)","FBgn0265817;FBgn0250867",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,689.16,"H2O","Low","2L"
"2L:20961389-20962007(+)","FBgn0265817;FBgn0250867",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,5,636.808,"H2O","Low","2L"
"2L:21039328-21040309(+)","FBgn0010395;FBgn0250867",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,691.821,"H2O","Low","2L"
"2L:21041626-21042457(+)","FBgn0010395;FBgn0250867",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1272.99,"H2O","High","2L"
"2L:21173456-21174006(+)","FBgn0032923;FBgn0000239;FBgn0032922;FBgn0263474;FBgn0032925;FBgn0266216;FBgn0032929;FBgn0266215;FBgn0263051;FBgn0032924;FBgn0051627;FBgn0010100;FBgn0263050;FBgn0011829",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,735.439,"H2O","Low","2L"
"2L:21209444-21209970(+)","FBgn0026577;FBgn0051624;FBgn0032935;FBgn0032934;FBgn0051988;FBgn0026255;FBgn0003930;FBgn0011829",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,617.268,"H2O","Low","2L"
"2L:21267961-21268590(+)","FBgn0263536;FBgn0032938;FBgn0041336;FBgn0261239;FBgn0021856",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1100.97,"H2O","Low","2L"
"2L:2128856-2129706(+)","FBgn0031389;FBgn0004507;FBgn0031390",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,5,1352.29,"H2O","High","2L"
"2L:21313036-21313672(+)","FBgn0266020;FBgn0261586;FBgn0000370;FBgn0032940",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1190.92,"H2O","Low","2L"
"2L:2132894-2133433(+)","FBgn0027509;FBgn0031389;FBgn0031391;FBgn0004507;FBgn0031390",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,696.304,"H2O","Low","2L"
"2L:21329026-21329675(+)","FBgn0023091;FBgn0266020;FBgn0032943;FBgn0261586;FBgn0000370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,865.662,"H2O","Low","2L"
"2L:21553349-21554194(+)","FBgn0053865;FBgn0053746;FBgn0051614;FBgn0053867;FBgn0053866",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1949.3,"H2O","High","2L"
"2L:21558341-21558950(+)","FBgn0051614;FBgn0032949",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,858.662,"H2O","Low","2L"
"2L:2160964-2161847(+)","FBgn0031393;FBgn0031392;FBgn0027509;FBgn0031391;FBgn0000097",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,6,1902.87,"H2O","High","2L"
"2L:2162379-2163448(+)","FBgn0000097;FBgn0031393;FBgn0027509;FBgn0031392",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,870.919,"H2O","Low","2L"
"2L:21652948-21653563(+)","FBgn0023416;FBgn0267735;FBgn0032956;FBgn0032957;FBgn0262620",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,887.914,"H2O","Low","2L"
"2L:21656046-21657338(+)","FBgn0023416;FBgn0267735;FBgn0032956;FBgn0032957;FBgn0262620",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,7,1155.42,"H2O","Low","2L"
"2L:21661965-21662465(+)","FBgn0023416;FBgn0267735;FBgn0032956;FBgn0032957;FBgn0262620",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,585.637,"H2O","Low","2L"
"2L:21681689-21682189(+)","FBgn0000559;FBgn0267735;FBgn0065100;FBgn0032957;FBgn0051619",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,557.918,"H2O","Low","2L"
"2L:21752757-21753766(+)","FBgn0086779;FBgn0032961;FBgn0051612",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,6,554.662,"H2O","Low","2L"
"2L:21819568-21820155(+)","FBgn0003866;FBgn0266021",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1608.11,"H2O","High","2L"
"2L:21828239-21828779(+)","FBgn0003866;FBgn0266021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.689,"H2O","Low","2L"
"2L:21930696-21931249(+)","FBgn0032968;FBgn0266873",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,695.806,"H2O","Low","2L"
"2L:22173713-22174343(+)","FBgn0032981;FBgn0266044;FBgn0261802;FBgn0032979",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,665.203,"H2O","Low","2L"
"2L:22179822-22180349(+)","FBgn0032981;FBgn0261802;FBgn0266044;FBgn0259683;FBgn0032979",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,810.596,"H2O","Low","2L"
"2L:22181945-22182688(+)","FBgn0032981;FBgn0266044;FBgn0259683;FBgn0032979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1090.09,"H2O","Low","2L"
"2L:22191018-22191748(+)","FBgn0032981;FBgn0259683",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1544.17,"H2O","High","2L"
"2L:22205607-22206355(+)","FBgn0259683",0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,572.989,"H2O","Low","2L"
"2L:22219050-22219960(+)","FBgn0042701;FBgn0259683",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1671.1,"H2O","High","2L"
"2L:22260329-22260835(+)","FBgn0032986;FBgn0032988;FBgn0032987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,460.015,"H2O","Low","2L"
"2L:22275801-22276448(+)","0",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,485.571,"H2O","Low","2L"
"2L:22300613-22301248(+)","FBgn0039972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,621.626,"H2O","Low","2L"
"2L:22330200-22330887(+)","FBgn0039972;FBgn0263091",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1119.54,"H2O","Low","2L"
"2L:22333404-22333981(+)","FBgn0039972;FBgn0263091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,642.46,"H2O","Low","2L"
"2L:22353846-22354568(+)","FBgn0039972;FBgn0263091",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,921.672,"H2O","Low","2L"
"2L:22376855-22377442(+)","FBgn0039972",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,552.009,"H2O","Low","2L"
"2L:2244844-2245400(+)","FBgn0264946;FBgn0262106;FBgn0031406;FBgn0051679;FBgn0042186;FBgn0262126;FBgn0266022;FBgn0266023;FBgn0011832;FBgn0042187;FBgn0051682;FBgn0052463;FBgn0264979;FBgn0267378",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,0,9,447.558,"H2O","Low","2L"
"2L:22522738-22523260(+)","FBgn0278598;FBgn0082980;FBgn0040009;FBgn0064225",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,702.249,"H2O","Low","2L"
"2L:22639537-22640364(+)","FBgn0058006",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,6,999.34,"H2O","Low","2L"
"2L:22679749-22680353(+)","FBgn0058006",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,811.095,"H2O","Low","2L"
"2L:22920852-22921559(+)","FBgn0002566",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1687.02,"H2O","High","2L"
"2L:22928516-22929152(+)","FBgn0002566",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,875.071,"H2O","Low","2L"
"2L:22942916-22943510(+)","FBgn0058005;FBgn0002566",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,996.102,"H2O","Low","2L"
"2L:22948535-22949078(+)","FBgn0058005;FBgn0002566",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1039.08,"H2O","Low","2L"
"2L:22962337-22963001(+)","FBgn0058005",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,5,554.353,"H2O","Low","2L"
"2L:22993354-22993870(+)","FBgn0250907;FBgn0000384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,514.432,"H2O","Low","2L"
"2L:23075570-23076282(+)","FBgn0086683;FBgn0262887",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,686.941,"H2O","Low","2L"
"2L:23136577-23137103(+)","0",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,541.283,"H2O","Low","2L"
"2L:23250303-23250950(+)","FBgn0267986",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,734.625,"H2O","Low","2L"
"2L:23252821-23253451(+)","FBgn0267986",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,852.877,"H2O","Low","2L"
"2L:23266108-23266746(+)","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,757.906,"H2O","Low","2L"
"2L:23268646-23269204(+)","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,994.411,"H2O","Low","2L"
"2L:23294333-23294915(+)","0",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,527.59,"H2O","Low","2L"
"2L:23299992-23300655(+)","FBgn0063368;FBgn0267976",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1316.98,"H2O","High","2L"
"2L:23431057-23431961(+)","FBgn0085664",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,8,738.957,"H2O","Low","2L"
"2L:23503093-23503854(+)","0",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,542.027,"H2O","Low","2L"
"2L:23511529-23512082(+)","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1508.21,"H2O","High","2L"
"2L:2363310-2364240(+)","FBgn0031418;FBgn0014010;FBgn0031413;FBgn0031417;FBgn0031414;FBgn0031420;FBgn0031419;FBgn0266317;FBgn0261647",0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,7,768.962,"H2O","Low","2L"
"2L:2401167-2402053(+)","FBgn0051948;FBgn0031424;FBgn0085477;FBgn0031426;FBgn0264081",0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,7,1370.71,"H2O","High","2L"
"2L:244306-244942(+)","FBgn0265149;FBgn0263465;FBgn0031235;FBgn0031238;FBgn0262252;FBgn0283652;FBgn0266557",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,603.063,"H2O","Low","2L"
"2L:2521642-2522142(+)","FBgn0265818;FBgn0031430;FBgn0264943;FBgn0267738",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1854.38,"H2O","High","2L"
"2L:2542536-2543188(+)","FBgn0031431;FBgn0264943;FBgn0264944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.875,"H2O","Low","2L"
"2L:2563408-2564000(+)","FBgn0031435;FBgn0031434;FBgn0031431;FBgn0031432;FBgn0041337;FBgn0264944;FBgn0026778;FBgn0085343",0,0,1,0,0,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,13,667.35,"H2O","Low","2L"
"2L:2731466-2732203(+)","FBgn0031449;FBgn0250906;FBgn0031451;FBgn0031452;FBgn0051690;FBgn0263564;FBgn0031450",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2217.87,"H2O","High","2L"
"2L:2802150-2802854(+)","FBgn0031463;FBgn0031462;FBgn0031461;FBgn0004242;FBgn0283531;FBgn0264369",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1434.12,"H2O","High","2L"
"2L:2845469-2846072(+)","FBgn0015521;FBgn0031472;FBgn0031466;FBgn0031468;FBgn0031474;FBgn0031470;FBgn0031469;FBgn0031471;FBgn0031473;FBgn0266881;FBgn0031467",0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,518.691,"H2O","Low","2L"
"2L:2883752-2884489(+)","FBgn0031476;FBgn0041111;FBgn0028970;FBgn0031479;FBgn0051694;FBgn0031478;FBgn0024947;FBgn0051950",1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,901.815,"H2O","Low","2L"
"2L:2885583-2887054(+)","FBgn0031476;FBgn0041111;FBgn0028970;FBgn0031479;FBgn0051694;FBgn0031478;FBgn0024947;FBgn0051950",0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,7,588.425,"H2O","Low","2L"
"2L:2908147-2909051(+)","FBgn0041111",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,1401.95,"H2O","High","2L"
"2L:2924313-2924930(+)","FBgn0041111",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1237.42,"H2O","High","2L"
"2L:2994097-2994766(+)","FBgn0031488;FBgn0025681;FBgn0002989;FBgn0031485;FBgn0025109;FBgn0250786",0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,7,661.051,"H2O","Low","2L"
"2L:300999-301865(+)","FBgn0004611;FBgn0031247;FBgn0024352;FBgn0263872;FBgn0017457;FBgn0267996;FBgn0025686;FBgn0031245;FBgn0020622",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,2,8,512.671,"H2O","Low","2L"
"2L:3036920-3037464(+)","FBgn0031501;FBgn0031495;FBgn0003934;FBgn0243513;FBgn0031500;FBgn0031497;FBgn0264996;FBgn0031492;FBgn0031496;FBgn0031491;FBgn0042627;FBgn0031493;FBgn0263847;FBgn0031498;FBgn0031494",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,7,464.995,"H2O","Low","2L"
"2L:304646-305157(+)","FBgn0004611;FBgn0031247;FBgn0024352;FBgn0263872;FBgn0017457;FBgn0031245;FBgn0031248;FBgn0020622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.059,"H2O","Low","2L"
"2L:3055644-3056287(+)","FBgn0031501;FBgn0015600;FBgn0003934;FBgn0031500;FBgn0042627;FBgn0263847;FBgn0283427",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,5,471.364,"H2O","Low","2L"
"2L:3058250-3059551(+)","FBgn0031501;FBgn0015600;FBgn0003934;FBgn0042627;FBgn0263847;FBgn0283427",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,8,1339.69,"H2O","High","2L"
